; Tumulus
; For the tumulus, the "entry" column shows position of the sub-building
; for the above-ground steps at the final state. The below-ground position 
; is in the normal "position" column. The "elevation" field shows the 
; vertical position of the above-ground steps at the final state. A value
; of "1" is ground level (the first step).
;
;
;
;          x,  y,                   type, elev,    pos,    ent,
/*  0*/ { -5, -1,        SB_TUMULUS_RAMP,    0,   WEST,      0,},
/*  1*/ {  0, -6,        SB_TUMULUS_RAMP,    0,  NORTH,      0,},
/*  2*/ {  0,  4,        SB_TUMULUS_RAMP,    0,  SOUTH,      0,},
/*  3*/ {  5, -1,        SB_TUMULUS_RAMP,    0,   EAST,      0,},
/*  4*/ { -3, -4,       SB_TUMULUS_UPPER,    1,     NW,     NW,},
/*  5*/ { -3, -3,       SB_TUMULUS_UPPER,    1,   WEST,   WEST,},
/*  6*/ { -3, -2,       SB_TUMULUS_UPPER,    1,   WEST,   WEST,},
/*  7*/ { -3, -1,       SB_TUMULUS_UPPER,    1,   WEST,   WEST,},
/*  8*/ { -3,  0,       SB_TUMULUS_UPPER,    1,   WEST,   WEST,},
/*  9*/ { -3,  1,       SB_TUMULUS_UPPER,    1,   WEST,   WEST,},
/* 10*/ { -3,  2,       SB_TUMULUS_UPPER,    1,   WEST,   WEST,},
/* 11*/ { -3,  3,       SB_TUMULUS_UPPER,    1,     SW,     SW,},
/* 12*/ { -2, -4,       SB_TUMULUS_UPPER,    1,  NORTH,  NORTH,},
/* 13*/ { -2, -3,       SB_TUMULUS_UPPER,    2, CENTER,     NW,},
/* 14*/ { -2, -2,       SB_TUMULUS_UPPER,    2, CENTER,   WEST,},
/* 15*/ { -2, -1,       SB_TUMULUS_UPPER,    2, CENTER,   WEST,},
/* 16*/ { -2,  0,       SB_TUMULUS_UPPER,    2, CENTER,   WEST,},
/* 17*/ { -2,  1,       SB_TUMULUS_UPPER,    2, CENTER,   WEST,},
/* 18*/ { -2,  2,       SB_TUMULUS_UPPER,    2, CENTER,     SW,},
/* 19*/ { -2,  3,       SB_TUMULUS_UPPER,    1,  SOUTH,  SOUTH,},
/* 20*/ { -1, -4,       SB_TUMULUS_UPPER,    1,  NORTH,  NORTH,},
/* 21*/ { -1, -3,       SB_TUMULUS_UPPER,    2, CENTER,  NORTH,},
/* 22*/ { -1,  2,       SB_TUMULUS_UPPER,    2, CENTER,  SOUTH,},
/* 23*/ { -1,  3,       SB_TUMULUS_UPPER,    1,  SOUTH,  SOUTH,},
/* 24*/ {  0, -4,       SB_TUMULUS_UPPER,    1, CENTER,  NORTH,},
/* 25*/ {  0, -3,       SB_TUMULUS_UPPER,    2, CENTER,  NORTH,},
/* 26*/ {  0,  2,       SB_TUMULUS_UPPER,    2, CENTER,  SOUTH,},
/* 27*/ {  0,  3,       SB_TUMULUS_UPPER,    1,  SOUTH,  SOUTH,},
/* 28*/ {  1, -4,       SB_TUMULUS_UPPER,    1, CENTER,  NORTH,},
/* 29*/ {  1, -3,       SB_TUMULUS_UPPER,    2, CENTER,  NORTH,},
/* 30*/ {  1,  2,       SB_TUMULUS_UPPER,    2, CENTER,  SOUTH,},
/* 31*/ {  1,  3,       SB_TUMULUS_UPPER,    1,  SOUTH,  SOUTH,},
/* 32*/ {  2, -4,       SB_TUMULUS_UPPER,    1,  NORTH,  NORTH,},
/* 33*/ {  2, -3,       SB_TUMULUS_UPPER,    2, CENTER,  NORTH,},
/* 34*/ {  2,  2,       SB_TUMULUS_UPPER,    2, CENTER,  SOUTH,},
/* 35*/ {  2,  3,       SB_TUMULUS_UPPER,    1,  SOUTH,  SOUTH,},
/* 36*/ {  3, -4,       SB_TUMULUS_UPPER,    1,  NORTH,  NORTH,},
/* 37*/ {  3, -3,       SB_TUMULUS_UPPER,    2, CENTER,     NE,},
/* 38*/ {  3, -2,       SB_TUMULUS_UPPER,    2, CENTER,   EAST,},
/* 39*/ {  3, -1,       SB_TUMULUS_UPPER,    2, CENTER,   EAST,},
/* 40*/ {  3,  0,       SB_TUMULUS_UPPER,    2, CENTER,   EAST,},
/* 41*/ {  3,  1,       SB_TUMULUS_UPPER,    2, CENTER,   EAST,},
/* 42*/ {  3,  2,       SB_TUMULUS_UPPER,    2, CENTER,     SE,},
/* 43*/ {  3,  3,       SB_TUMULUS_UPPER,    1,  SOUTH,  SOUTH,},
/* 44*/ {  4, -4,       SB_TUMULUS_UPPER,    1,     NE,     NE,},
/* 45*/ {  4, -3,       SB_TUMULUS_UPPER,    1,   EAST,   EAST,},
/* 46*/ {  4, -2,       SB_TUMULUS_UPPER,    1,   EAST,   EAST,},
/* 47*/ {  4, -1,       SB_TUMULUS_UPPER,    1,   EAST,   EAST,},
/* 48*/ {  4,  0,       SB_TUMULUS_UPPER,    1,   EAST,   EAST,},
/* 49*/ {  4,  1,       SB_TUMULUS_UPPER,    1,   EAST,   EAST,},
/* 50*/ {  4,  2,       SB_TUMULUS_UPPER,    1,   EAST,   EAST,},
/* 51*/ {  4,  3,       SB_TUMULUS_UPPER,    1,     SE,     SE,},

/* 52*/ { -1, -2,       SB_TUMULUS_LOWER,    3,     NW,     NW,},
/* 53*/ { -1, -1,       SB_TUMULUS_LOWER,    3,   WEST,   WEST,},
/* 54*/ { -1,  0,       SB_TUMULUS_LOWER,    3,   WEST,   WEST,},
/* 55*/ { -1,  1,       SB_TUMULUS_LOWER,    3,     SW,     SW,},
/* 56*/ {  0, -2,       SB_TUMULUS_LOWER,    3,  NORTH,  NORTH,},
/* 57*/ {  0, -1,       SB_TUMULUS_LOWER,    4, CENTER,     NW,},
/* 58*/ {  0,  0,       SB_TUMULUS_LOWER,    4, CENTER,     SW,},
/* 59*/ {  0,  1,       SB_TUMULUS_LOWER,    3,  SOUTH,  SOUTH,},
/* 60*/ {  1, -2,       SB_TUMULUS_LOWER,    3,  NORTH,  NORTH,},
/* 61*/ {  1, -1,       SB_TUMULUS_LOWER,    4, CENTER,     NE,},
/* 62*/ {  1,  0,       SB_TUMULUS_LOWER,    4, CENTER,     SE,},
/* 63*/ {  1,  1,       SB_TUMULUS_LOWER,    3,  SOUTH,  SOUTH,},
/* 64*/ {  2, -2,       SB_TUMULUS_LOWER,    3,     NE,     NE,},
/* 65*/ {  2, -1,       SB_TUMULUS_LOWER,    3,   EAST,   EAST,},
/* 66*/ {  2,  0,       SB_TUMULUS_LOWER,    3,   EAST,   EAST,},
/* 67*/ {  2,  1,       SB_TUMULUS_LOWER,    3,     SE,     SE,},

;
;sub-bldg-list-type    0 = single sub-buildings
; (sub typ)            1 = joined sub-buildings
;
;            beg end
;mon sub lst sub sub beg end
; ph typ num bld bld  ph  ph
<  0,  0,  0,  0, 67,  0,  1,>
<  1,  0,  0, 52, 67,  1,  2,>
<  2,  0,  0, 52, 67,  2,  3,>
<  3,  1,  0, 52, 67,  3,  4,>
<  4,  0,  0, 52, 67,  4,  5,>
<  5,  1,  0, 52, 67,  5,  6,>
<  6,  0,  0,  0, 51,  1,  2,>
<  6,  0,  0, 52, 67,  6,  7,>

<  7,  0,  0,  4, 51,  2,  3,>
<  7,  0,  0, 52, 67,  7,  8,>

<  8,  0,  0,  4, 51,  3,  4,>
<  8,  0,  0, 52, 67,  8,  9,>

<  9,  0,  0,  4, 51,  4,  6,>
<  9,  0,  0, 52, 67,  9, 11,>

< 10,  0,  0,  4, 51,  6,  7,>
< 10,  0,  0, 52, 67, 11, 12,>

< 11,  0,  0,  4, 51,  7,  9,>
< 11,  0,  0, 52, 67, 12, 14,>

< 12,  0,  0,  4, 51,  9, 10,>
< 12,  0,  0, 52, 67, 14, 15,>

< 13,  0,  0,  4, 51, 10, 11,>
< 13,  0,  0, 52, 67, 15, 16,>

< 14,  0,  0,  4, 51, 11, 12,>
< 14,  0,  0, 52, 67, 16, 17,>

< 15,  0,  0,  4, 51, 12, 14,>
< 15,  0,  0, 52, 67, 17, 19,>

< 16,  0,  0,  4, 51, 14, 15,>
< 16,  0,  0, 52, 67, 19, 20,>

< 17,  0,  0,  4, 51, 15, 17,>
< 17,  0,  0, 52, 67, 20, 22,>

< 18,  0,  0,  4, 51, 17, 18,>
< 18,  0,  0, 52, 67, 22, 23,>

< 19,  0,  0,  4, 51, 18, 19,>
< 19,  0,  0, 52, 67, 23, 24,>

< 20,  0,  0,  4, 51, 19, 20,>
< 20,  0,  0, 52, 67, 24, 25,>

< 21,  0,  0,  4, 51, 20, 22,>
< 21,  0,  0, 52, 67, 25, 27,>

< 22,  0,  0,  4, 51, 22, 23,>
< 22,  0,  0, 52, 67, 27, 28,>

< 23,  0,  0,  4, 51, 23, 25,>
< 23,  0,  0, 52, 67, 28, 30,>

< 24,  0,  0,  4, 51, 25, 26,>
< 24,  0,  0, 52, 67, 30, 31,>

< 25,  0,  0,  4, 51, 26, 27,>
< 25,  0,  0, 52, 67, 31, 32,>

< 26,  0,  0,  4, 51, 27, 28,>
< 26,  0,  0, 52, 67, 32, 33,>

< 27,  0,  0,  4, 51, 28, 33,>
< 27,  0,  0, 52, 67, 33, 35,>

< 28,  0,  0,  4, 51, 30, 31,>
< 28,  0,  0, 52, 67, 35, 36,>

< 29,  0,  0,  4, 51, 31, 33,>
< 29,  0,  0, 52, 67, 36, 38,>

< 30,  0,  0,  4, 51, 33, 34,>
< 30,  0,  0, 52, 67, 38, 39,>

