; Great Wall
;
; MPWall2 (used for the Shenmu area)
;
;          x,  y,                   type, elev,    pos,    ent,
/*  0*/ { 0,  0,         SB_GREAT_WALL,    0,  NORTH,     24,},
/*  1*/ { 0,  4,         SB_GREAT_WALL,    0,  NORTH,     16,},
/*  2*/ { 0,  8,         SB_GREAT_WALL,    0,  NORTH,     15,},
/*  3*/ { 0, 12,         SB_GREAT_WALL,    0,  NORTH,     17,},
/*  4*/ { 0, 16,         SB_GREAT_WALL,    1,  NORTH,     24,},
/*  5*/ { 0, 20,         SB_GREAT_WALL,    1,  NORTH,     24,},
/*  6*/ { 0, 24,   SB_GREAT_WALL_TOWER,    1,  NORTH,     27,},
/*  7*/ { 0, 28,         SB_GREAT_WALL,    1,  NORTH,     24,},
/*  8*/ { 0, 32,         SB_GREAT_WALL,    1,  NORTH,     13,},
/*  9*/ { 0, 36,         SB_GREAT_WALL,    1,  NORTH,     23,},
/* 10*/ { 4, 36,         SB_GREAT_WALL,    1,  NORTH,      9,},
/* 11*/ { 8, 36,         SB_GREAT_WALL,    0,  NORTH,      2,},
/* 12*/ {12, 36,         SB_GREAT_WALL,    0,  NORTH,      4,},
/* 13*/ {16, 36,         SB_GREAT_WALL,    0,  NORTH,     22,},
/* 14*/ {16, 40,         SB_GREAT_WALL,    0,  NORTH,     18,},
/* 15*/ {16, 44,         SB_GREAT_WALL,    0,  NORTH,     17,},
/* 16*/ {16, 48,         SB_GREAT_WALL,    1,  NORTH,     24,},
/* 17*/ {16, 52,         SB_GREAT_WALL,    1,  NORTH,     24,},
/* 18*/ {16, 56,         SB_GREAT_WALL,    1,  NORTH,     24,},
/* 19*/ {16, 60,   SB_GREAT_WALL_TOWER,    1,  NORTH,     27,},
/* 20*/ {16, 64,         SB_GREAT_WALL,    1,  NORTH,     13,},
/* 21*/ {16, 68,         SB_GREAT_WALL,    1,  NORTH,     23,},
/* 22*/ {20, 68,         SB_GREAT_WALL,    1,  NORTH,      9,},
/* 23*/ {24, 68,         SB_GREAT_WALL,    0,  NORTH,      2,},
/* 24*/ {28, 68,         SB_GREAT_WALL,    0,  NORTH,      4,},
/* 25*/ {32, 68,         SB_GREAT_WALL,    0,  NORTH,     22,},
/* 26*/ {32, 72,         SB_GREAT_WALL,    0,  NORTH,     18,},
/* 27*/ {32, 76,         SB_GREAT_WALL,    0,  NORTH,     24,},
/* 28*/ {32, 80,    SB_GREAT_WALL_GATE,    0,  EAST,      NW,},
/* 29*/ {34, 80,    SB_GREAT_WALL_GATE,    0,  EAST,      NE,},
/* 30*/ {32, 83,    SB_GREAT_WALL_GATE,    0,  EAST,      SW,},
/* 31*/ {34, 83,    SB_GREAT_WALL_GATE,    0,  EAST,      SE,},
/* 32*/ {32, 85,         SB_GREAT_WALL,    0,  NORTH,     24,},
/* 33*/ {32, 89,   SB_GREAT_WALL_TOWER,    0,  NORTH,     27,},
/* 34*/ {32, 93,         SB_GREAT_WALL,    0,  NORTH,     24,},
/* 35*/ {32, 97,         SB_GREAT_WALL,    0,  NORTH,     24,},
/* 36*/ {32,101,         SB_GREAT_WALL,    0,  NORTH,     24,},
/* 37*/ {32,105,         SB_GREAT_WALL,    0,  NORTH,     24,},
/* 38*/ {32,109,         SB_GREAT_WALL,    0,  NORTH,     17,},
/* 39*/ {32,113,         SB_GREAT_WALL,    1,  NORTH,     24,},
/* 40*/ {32,117,   SB_GREAT_WALL_TOWER,    1,  NORTH,     27,},
/* 41*/ {32,121,         SB_GREAT_WALL,    1,  NORTH,     24,},
/* 42*/ {32,125,         SB_GREAT_WALL,    0,  NORTH,     12,},
/* 43*/ {32,129,         SB_GREAT_WALL,    0,  NORTH,     24,},
/* 44*/ {32,133,         SB_GREAT_WALL,    0,  NORTH,     24,},
/* 45*/ {32,137,   SB_GREAT_WALL_TOWER,    0,  NORTH,     27,},
/* 46*/ {32,141,         SB_GREAT_WALL,    0,  NORTH,     24,},
/* 47*/ {32, 82,    SB_GREAT_WALL_ROAD,    0,  EAST,       0,},
/* 48*/ {33, 82,    SB_GREAT_WALL_ROAD,    0,  EAST,       0,},
/* 49*/ {34, 82,    SB_GREAT_WALL_ROAD,    0,  EAST,       0,},
/* 50*/ {35, 82,    SB_GREAT_WALL_ROAD,    0,  EAST,       0,},

;
;sub-bldg-list-type    0 = single sub-buildings
; (sub typ)            1 = joined sub-buildings
;
;            beg end
;mon sub lst sub sub beg end
; ph typ num bld bld  ph  ph
<  0,  0,  0,  0, 27,  0,  1,>
<  0,  0,  0, 32, 46,  0,  1,>
<  0,  0,  0, 47, 50,  0,  1,>

<  1,  0,  0,  0, 27,  1,  3,>
<  1,  0,  0, 32, 46,  1,  3,>

<  2,  0,  0,  0, 27,  3,  4,>
<  2,  0,  0, 32, 46,  3,  4,>

<  3,  0,  0,  0, 27,  4,  6,>
<  3,  0,  0, 32, 46,  4,  6,>

<  4,  0,  0,  0, 27,  6,  7,>
<  4,  0,  0, 32, 46,  6,  7,>

<  5,  0,  0,  0, 27,  7,  9,>
<  5,  0,  0, 32, 46,  7,  9,>

<  6,  0,  0,  0, 27,  9, 10,>
<  6,  0,  0, 32, 46,  9, 10,>

<  7,  0,  0,  6,  6, 10, 11,>
<  7,  0,  0, 19, 19, 10, 11,>
<  7,  0,  0, 33, 33, 10, 11,>
<  7,  0,  0, 40, 40, 10, 11,>
<  7,  0,  0, 45, 45, 10, 11,>

<  8,  1,  0, 28, 31,  0,  1,> 
<  8,  0,  0, 47, 50,  1,  2,>
