; Great Wall
;
; Badaling
;
;          x,  y,                   type, elev,    pos,    ent,
/*  0*/ { 0,  0,          SB_GREAT_WALL,    4,  NORTH,     24,},
/*  1*/ { 0,  4,    SB_GREAT_WALL_TOWER,    4,  NORTH,     27,},
/*  2*/ { 0,  8,          SB_GREAT_WALL,    3,  NORTH,     12,},
/*  3*/ { 0, 12,          SB_GREAT_WALL,    3,  NORTH,     24,},
/*  4*/ { 0, 16,          SB_GREAT_WALL,    2,  NORTH,     12,},
/*  5*/ { 0, 20,          SB_GREAT_WALL,    2,  NORTH,     19,},
/*  6*/ { 0, 24,          SB_GREAT_WALL,    2,  NORTH,     20,},
/*  7*/ {-4, 24,          SB_GREAT_WALL,    2,  NORTH,      8,},
/*  8*/ {-8, 24,          SB_GREAT_WALL,    2,  NORTH,      3,},
/*  9*/ {-12, 24,         SB_GREAT_WALL,    2,  NORTH,     21,},
/* 10*/ {-12, 28,         SB_GREAT_WALL,    2,  NORTH,     14,},
/* 11*/ {-12, 32,   SB_GREAT_WALL_TOWER,    2,  NORTH,     27,},
/* 12*/ {-12, 36,         SB_GREAT_WALL,    2,  NORTH,     24,},
/* 13*/ {-12, 40,    SB_GREAT_WALL_GATE,    2,  EAST,      NW,},
/* 14*/ {-10, 40,    SB_GREAT_WALL_GATE,    2,  EAST,      NE,},
/* 15*/ {-12, 43,    SB_GREAT_WALL_GATE,    2,  EAST,      SW,},
/* 16*/ {-10, 43,    SB_GREAT_WALL_GATE,    2,  EAST,      SE,},
/* 17*/ {-12, 45,         SB_GREAT_WALL,    2,  NORTH,     24,},
/* 18*/ {-12, 49,   SB_GREAT_WALL_TOWER,    2,  NORTH,     27,},
/* 19*/ {-12, 53,         SB_GREAT_WALL,    2,  NORTH,     24,},
/* 20*/ {-12, 57,         SB_GREAT_WALL,    2,  NORTH,     24,},
/* 21*/ {-12, 61,   SB_GREAT_WALL_TOWER,    2,  NORTH,     27,},
/* 22*/ {-12, 65,         SB_GREAT_WALL,    2,  NORTH,     13,},
/* 23*/ {-12, 69,         SB_GREAT_WALL,    2,  NORTH,     23,},
/* 24*/ { -8, 69,         SB_GREAT_WALL,    2,  NORTH,      9,},
/* 25*/ { -4, 69,         SB_GREAT_WALL,    2,  NORTH,     25,},
/* 26*/ {  0, 69,         SB_GREAT_WALL,    2,  NORTH,      7,},
/* 27*/ {  4, 69,         SB_GREAT_WALL,    3,  NORTH,      4,},
/* 28*/ {  8, 69,         SB_GREAT_WALL,    3,  NORTH,     22,},
/* 29*/ {  8, 73,         SB_GREAT_WALL,    3,  NORTH,     18,},
/* 30*/ {  8, 77,         SB_GREAT_WALL,    3,  NORTH,     13,},
/* 31*/ {  8, 81,         SB_GREAT_WALL,    3,  NORTH,     23,},
/* 32*/ { 12, 81,         SB_GREAT_WALL,    3,  NORTH,      9,},
/* 33*/ { 16, 81,   SB_GREAT_WALL_TOWER,    3,  NORTH,     26,},
/* 34*/ { 20, 81,         SB_GREAT_WALL,    3,  NORTH,     25,},
/* 35*/ { 24, 81,         SB_GREAT_WALL,    3,  NORTH,     4,},
/* 36*/ { 28, 81,         SB_GREAT_WALL,    3,  NORTH,     22,},
/* 37*/ { 28, 85,         SB_GREAT_WALL,    3,  NORTH,     18,},
/* 38*/ { 28, 89,         SB_GREAT_WALL,    3,  NORTH,     17,},
/* 39*/ { 28, 93,         SB_GREAT_WALL,    4,  NORTH,     10,},
/* 40*/ { 28, 97,         SB_GREAT_WALL,    4,  NORTH,     11,},
/* 41*/ { 28,101,         SB_GREAT_WALL,    4,  NORTH,     19,},
/* 42*/ { 28,105,         SB_GREAT_WALL,    4,  NORTH,     20,},
/* 43*/ { 24,105,         SB_GREAT_WALL,    4,  NORTH,      8,},
/* 44*/ { 20,105,         SB_GREAT_WALL,    4,  NORTH,      3,},
/* 45*/ { 16,105,         SB_GREAT_WALL,    4,  NORTH,     21,},
/* 46*/ { 16,109,         SB_GREAT_WALL,    4,  NORTH,     14,},
/* 47*/ { 16,113,         SB_GREAT_WALL,    4,  NORTH,     17,},
/* 48*/ { 16,117,   SB_GREAT_WALL_TOWER,    5,  NORTH,     27,},
/* 49*/ {-12, 42,    SB_GREAT_WALL_ROAD,    2,  EAST,       0,},
/* 50*/ {-11, 42,    SB_GREAT_WALL_ROAD,    2,  EAST,       0,},
/* 51*/ {-10, 42,    SB_GREAT_WALL_ROAD,    2,  EAST,       0,},
/* 52*/ { -9, 42,    SB_GREAT_WALL_ROAD,    2,  EAST,       0,},

;
;sub-bldg-list-type    0 = single sub-buildings
; (sub typ)            1 = joined sub-buildings
;
;            beg end
;mon sub lst sub sub beg end
; ph typ num bld bld  ph  ph
<  0,  0,  0,  0, 12,  0,  1,>
<  0,  0,  0, 17, 48,  0,  1,>
<  0,  0,  0, 49, 52,  0,  1,>

<  1,  0,  0,  0, 12,  1,  3,>
<  1,  0,  0, 17, 48,  1,  3,>

<  2,  0,  0,  0, 12,  3,  4,>
<  2,  0,  0, 17, 48,  3,  4,>

<  3,  0,  0,  0, 12,  4,  6,>
<  3,  0,  0, 17, 48,  4,  6,>

<  4,  0,  0,  0, 12,  6,  7,>
<  4,  0,  0, 17, 48,  6,  7,>

<  5,  0,  0,  0, 12,  7,  9,>
<  5,  0,  0, 17, 48,  7,  9,>

<  6,  0,  0,  0, 12,  9, 10,>
<  6,  0,  0, 17, 48,  9, 10,>

<  7,  0,  0,  1,  1, 10, 11,>
<  7,  0,  0, 11, 11, 10, 11,>
<  7,  0,  0, 18, 18, 10, 11,>
<  7,  0,  0, 21, 21, 10, 11,>
<  7,  0,  0, 33, 33, 10, 11,>
<  7,  0,  0, 48, 48, 10, 11,>

<  8,  1,  0, 13, 16,  0,  1,> 
<  8,  0,  0, 49, 52,  1,  2,>
